110年09月17日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
11:33:55,"5,476,811","24,889,803","5,625,203","16,852,333","1,084,862","3,734,395","166,231"
11:34:00,"5,478,011","24,867,816","5,626,555","16,864,376","1,085,087","3,735,021","166,280"
11:34:05,"5,479,040","24,870,937","5,627,910","16,832,408","1,085,339","3,735,695","166,318"
11:34:10,"5,480,543","24,880,584","5,629,562","16,844,394","1,085,571","3,736,198","166,343"
11:34:15,"5,482,036","24,901,922","5,631,082","16,887,068","1,085,776","3,736,887","166,366"
11:34:20,"5,482,969","24,904,926","5,632,079","16,883,377","1,086,011","3,737,614","166,397"
11:34:25,"5,483,862","24,911,121","5,633,170","16,889,689","1,086,232","3,738,166","166,420"
11:34:30,"5,484,964","24,898,046","5,634,246","16,879,759","1,086,434","3,738,925","166,444"
11:34:35,"5,486,185","24,884,826","5,635,459","16,845,411","1,086,888","3,740,572","166,507"
11:34:40,"5,487,360","24,879,892","5,636,765","16,850,612","1,087,157","3,741,277","166,538"
11:34:45,"5,488,386","24,841,256","5,637,861","16,824,152","1,087,329","3,741,566","166,555"
11:34:50,"5,489,852","24,908,924","5,639,251","16,859,888","1,087,497","3,742,055","166,572"
11:34:55,"5,490,935","24,921,374","5,640,285","16,869,551","1,087,711","3,742,682","166,600"
11:35:00,"5,491,905","24,923,804","5,641,215","16,882,909","1,087,918","3,743,209","166,622"
11:35:05,"5,492,867","24,914,794","5,642,148","16,886,530","1,088,212","3,744,053","166,653"
11:35:10,"5,493,828","24,935,769","5,643,154","16,883,818","1,088,489","3,744,741","166,684"
11:35:15,"5,494,787","24,925,038","5,644,013","16,887,442","1,088,708","3,745,367","166,715"
11:35:20,"5,495,651","24,935,144","5,644,832","16,891,611","1,088,934","3,745,830","166,738"
11:35:25,"5,496,848","24,910,542","5,646,159","16,890,306","1,089,171","3,746,437","166,766"
11:35:30,"5,497,845","24,899,182","5,647,239","16,873,612","1,089,517","3,747,421","166,802"
11:35:35,"5,498,986","24,932,293","5,648,844","16,900,308","1,089,811","3,748,805","166,844"
11:35:40,"5,500,234","24,912,457","5,650,435","16,890,601","1,090,064","3,749,585","166,934"
11:35:45,"5,501,784","24,930,171","5,652,258","16,890,352","1,090,321","3,750,299","166,969"
11:35:50,"5,502,763","24,927,102","5,653,328","16,909,818","1,090,522","3,751,234","167,001"
11:35:55,"5,505,247","24,917,770","5,656,319","16,869,034","1,090,783","3,751,872","167,073"
11:36:00,"5,506,444","24,860,511","5,657,969","16,880,089","1,091,009","3,752,991","167,105"
11:36:05,"5,508,688","24,842,695","5,660,612","16,837,559","1,091,270","3,753,855","167,147"
11:36:10,"5,510,611","24,920,447","5,662,893","16,861,308","1,091,681","3,755,073","167,241"
11:36:15,"5,511,473","24,907,761","5,664,175","16,888,013","1,091,897","3,755,522","167,269"
11:36:20,"5,513,136","24,940,705","5,666,035","16,902,603","1,092,109","3,756,364","167,302"
11:36:25,"5,514,837","24,807,281","5,667,432","16,861,935","1,092,472","3,757,407","167,344"
11:36:30,"5,516,156","24,941,869","5,668,851","16,863,708","1,092,735","3,758,297","167,385"
11:36:35,"5,517,536","24,923,286","5,670,259","16,865,989","1,093,009","3,759,380","167,421"
11:36:40,"5,519,206","24,904,881","5,671,764","16,879,386","1,093,223","3,760,020","167,444"
11:36:45,"5,521,316","24,935,622","5,674,232","16,910,670","1,093,509","3,760,902","167,486"
11:36:50,"5,522,458","24,921,055","5,675,495","16,906,272","1,093,972","3,762,845","167,547"
11:36:55,"5,523,432","24,925,458","5,676,520","16,895,148","1,094,283","3,764,003","167,601"
11:37:00,"5,524,698","24,920,140","5,678,081","16,894,354","1,094,613","3,764,846","167,678"
11:37:05,"5,525,571","24,939,598","5,679,434","16,876,853","1,094,948","3,766,402","167,729"
11:37:10,"5,526,373","24,922,276","5,680,541","16,899,775","1,095,188","3,766,923","167,752"
11:37:15,"5,527,381","24,927,360","5,681,467","16,894,093","1,095,440","3,767,524","167,783"
11:37:20,"5,528,412","24,848,617","5,682,991","16,764,117","1,095,988","3,769,811","167,872"
11:37:25,"5,530,322","24,942,028","5,685,326","16,918,956","1,096,257","3,771,154","167,904"
11:37:30,"5,531,168","24,942,759","5,686,191","16,915,541","1,096,456","3,771,548","167,930"
11:37:35,"5,532,348","24,953,668","5,687,334","16,922,526","1,096,703","3,772,477","167,962"
11:37:40,"5,533,357","24,930,153","5,688,349","16,907,972","1,097,031","3,774,185","168,014"
11:37:45,"5,534,426","24,945,007","5,689,527","16,911,893","1,097,281","3,774,745","168,041"
11:37:50,"5,535,535","24,945,632","5,690,766","16,889,386","1,097,609","3,775,927","168,079"
11:37:55,"5,536,827","24,949,065","5,692,159","16,895,440","1,097,988","3,777,376","168,146"
11:38:00,"5,537,942","24,946,128","5,693,245","16,888,833","1,098,172","3,777,962","168,168"
11:38:05,"5,539,469","24,951,873","5,694,787","16,895,644","1,098,424","3,778,432","168,198"
11:38:10,"5,541,011","24,956,866","5,696,408","16,896,582","1,098,635","3,778,968","168,225"
11:38:15,"5,541,829","24,965,670","5,697,361","16,923,740","1,099,005","3,780,599","168,254"
11:38:20,"5,542,908","24,958,424","5,698,424","16,911,307","1,099,281","3,781,273","168,294"
11:38:25,"5,543,921","24,960,478","5,699,441","16,905,794","1,099,518","3,781,920","168,325"
11:38:30,"5,545,038","24,973,076","5,700,356","16,922,167","1,099,800","3,782,744","168,361"
11:38:35,"5,546,080","24,956,668","5,701,258","16,914,761","1,100,145","3,783,721","168,409"
11:38:40,"5,546,952","24,970,185","5,702,123","16,907,073","1,100,457","3,784,888","168,469"
11:38:45,"5,547,990","24,941,669","5,703,105","16,886,786","1,100,693","3,785,391","168,498"
11:38:50,"5,549,139","24,863,486","5,704,632","16,892,852","1,100,945","3,785,976","168,531"
11:38:55,"5,550,543","24,997,696","5,706,238","16,932,659","1,101,232","3,786,744","168,564"
11:39:00,"5,551,793","24,971,514","5,707,486","16,935,606","1,101,484","3,787,505","168,594"
11:39:05,"5,552,912","24,945,084","5,708,728","16,913,883","1,101,756","3,788,180","168,632"
11:39:10,"5,554,463","24,983,776","5,710,166","16,925,479","1,102,230","3,789,417","168,713"
11:39:15,"5,555,600","24,978,139","5,711,277","16,919,873","1,102,489","3,790,227","168,746"
11:39:20,"5,556,651","24,977,493","5,712,404","16,924,258","1,102,793","3,791,438","168,775"
11:39:25,"5,557,870","24,989,903","5,713,678","16,933,442","1,103,079","3,792,133","168,803"
11:39:30,"5,559,021","24,964,096","5,715,059","16,910,053","1,103,406","3,793,235","168,845"
11:39:35,"5,560,193","24,954,101","5,716,410","16,925,621","1,103,619","3,793,745","168,872"
11:39:40,"5,561,298","24,993,587","5,717,497","16,946,253","1,103,895","3,794,391","168,898"
11:39:45,"5,562,576","24,955,337","5,719,216","16,887,553","1,104,199","3,795,080","168,934"
11:39:50,"5,563,733","24,986,175","5,720,653","16,926,697","1,104,381","3,795,627","168,955"
11:39:55,"5,564,711","24,978,918","5,721,967","16,936,808","1,104,645","3,796,351","169,021"
11:40:00,"5,565,976","24,989,145","5,723,198","16,949,812","1,104,872","3,797,027","169,050"
11:40:05,"5,567,310","25,003,644","5,724,867","16,962,064","1,105,178","3,797,903","169,090"
11:40:10,"5,568,523","24,984,120","5,726,244","16,947,424","1,105,493","3,798,735","169,130"
11:40:15,"5,569,679","24,986,196","5,727,916","16,952,139","1,105,774","3,799,462","169,166"
11:40:20,"5,570,858","24,989,364","5,729,232","16,960,651","1,105,990","3,800,181","169,190"
11:40:25,"5,571,809","24,956,705","5,730,287","16,961,772","1,106,292","3,800,967","169,237"
11:40:30,"5,572,987","24,995,736","5,731,526","16,959,281","1,106,521","3,801,699","169,266"
11:40:35,"5,573,848","25,012,751","5,732,317","16,964,153","1,106,740","3,802,287","169,289"
11:40:40,"5,575,006","24,989,779","5,733,453","16,960,859","1,106,956","3,802,802","169,313"
11:40:45,"5,576,743","24,996,001","5,735,060","16,953,758","1,107,217","3,803,668","169,354"
11:40:50,"5,577,871","25,004,314","5,736,210","16,973,645","1,107,419","3,804,158","169,380"
11:40:55,"5,579,176","24,990,422","5,737,594","16,939,613","1,107,688","3,804,710","169,406"
11:41:00,"5,580,107","25,003,189","5,738,641","16,962,800","1,107,854","3,805,371","169,425"
11:41:05,"5,581,045","25,014,215","5,739,627","16,975,342","1,108,045","3,805,910","169,448"
11:41:10,"5,581,943","25,006,034","5,740,469","16,959,311","1,108,238","3,806,321","169,470"
11:41:15,"5,582,809","25,013,597","5,741,477","16,969,841","1,108,576","3,807,311","169,503"
11:41:20,"5,584,005","24,995,991","5,742,532","16,973,020","1,108,789","3,807,819","169,526"
11:41:25,"5,585,019","24,989,190","5,743,546","16,954,227","1,109,010","3,808,643","169,549"
11:41:30,"5,585,879","24,996,332","5,744,581","16,950,169","1,109,327","3,809,337","169,574"
11:41:35,"5,587,150","24,968,162","5,745,831","16,972,150","1,109,653","3,810,129","169,611"
11:41:40,"5,588,346","25,010,976","5,747,072","16,979,605","1,109,912","3,810,720","169,644"
11:41:45,"5,589,251","24,985,042","5,748,140","16,963,306","1,110,259","3,811,563","169,685"
11:41:50,"5,590,292","24,968,058","5,749,369","16,944,923","1,110,653","3,812,707","169,741"
11:41:55,"5,591,651","24,992,175","5,751,220","16,907,175","1,111,291","3,815,937","169,836"
11:42:00,"5,592,635","24,969,447","5,752,422","16,919,218","1,111,562","3,816,644","169,869"
11:42:05,"5,593,957","25,012,608","5,753,913","16,941,375","1,111,819","3,817,398","169,896"
11:42:10,"5,594,669","25,026,042","5,754,702","16,973,026","1,112,028","3,817,847","169,919"
11:42:15,"5,595,423","25,018,346","5,755,631","16,967,933","1,112,271","3,818,789","169,949"
11:42:20,"5,596,573","25,018,108","5,757,092","16,943,953","1,112,592","3,819,738","169,999"
11:42:25,"5,597,467","25,024,745","5,758,343","16,966,869","1,112,848","3,821,285","170,039"
11:42:30,"5,598,416","25,026,846","5,759,224","16,962,623","1,113,069","3,821,981","170,069"
11:42:35,"5,599,185","25,000,637","5,760,070","16,972,046","1,113,331","3,823,225","170,097"
11:42:40,"5,600,105","25,011,394","5,760,900","16,973,826","1,113,561","3,823,803","170,132"
11:42:45,"5,601,210","25,043,644","5,762,037","16,968,038","1,113,823","3,824,572","170,189"
11:42:50,"5,602,213","24,974,805","5,763,061","16,937,863","1,114,067","3,825,287","170,232"
11:42:55,"5,603,336","25,036,257","5,764,139","16,951,915","1,114,303","3,826,011","170,260"
11:43:00,"5,604,266","25,025,908","5,765,136","16,948,582","1,114,584","3,827,025","170,297"
11:43:05,"5,605,473","24,950,527","5,766,270","16,889,785","1,114,856","3,827,699","170,333"
11:43:10,"5,606,966","24,990,428","5,767,796","16,935,438","1,115,108","3,828,718","170,361"
11:43:15,"5,608,029","25,027,821","5,768,827","16,966,634","1,115,369","3,829,542","170,397"
11:43:20,"5,609,175","25,042,580","5,769,989","16,991,923","1,115,626","3,830,157","170,454"
11:43:25,"5,610,125","25,021,292","5,770,948","16,934,794","1,115,992","3,831,055","170,535"
11:43:30,"5,611,378","25,009,262","5,772,238","16,916,151","1,116,194","3,831,664","170,576"
11:43:35,"5,612,811","25,038,962","5,773,642","16,979,173","1,116,415","3,832,732","170,602"
11:43:40,"5,613,954","25,041,658","5,774,824","16,987,906","1,116,670","3,833,978","170,630"
11:43:45,"5,614,755","25,000,650","5,775,646","16,991,812","1,116,862","3,834,416","170,651"
11:43:50,"5,616,128","25,050,729","5,777,113","16,993,583","1,117,111","3,835,052","170,682"
11:43:55,"5,617,158","25,004,605","5,778,250","16,995,075","1,117,324","3,835,547","170,705"
11:44:00,"5,617,989","25,029,986","5,779,051","16,972,784","1,117,516","3,836,120","170,728"
11:44:05,"5,619,021","25,027,772","5,780,088","16,989,703","1,117,721","3,836,635","170,759"
11:44:10,"5,620,112","25,029,507","5,781,192","16,988,056","1,117,934","3,837,083","170,786"
11:44:15,"5,621,190","25,051,501","5,782,351","16,999,082","1,118,137","3,837,554","170,808"
11:44:20,"5,622,132","25,052,785","5,783,572","16,994,757","1,118,379","3,838,134","170,838"
11:44:25,"5,623,275","25,023,306","5,784,570","16,994,447","1,118,716","3,839,079","170,921"
11:44:30,"5,624,439","25,017,260","5,785,833","16,950,805","1,119,005","3,839,738","170,964"
11:44:35,"5,625,650","25,039,726","5,787,169","16,969,322","1,119,302","3,841,062","171,021"
11:44:40,"5,626,896","25,027,800","5,788,431","16,986,589","1,119,711","3,842,497","171,127"
11:44:45,"5,627,967","25,038,752","5,789,429","17,001,659","1,119,985","3,843,540","171,177"
11:44:50,"5,628,750","25,041,003","5,790,524","17,018,035","1,120,295","3,844,436","171,214"
11:44:55,"5,629,997","25,034,463","5,791,867","17,016,636","1,120,627","3,845,545","171,264"
11:45:00,"5,630,976","25,041,409","5,792,960","16,999,263","1,120,839","3,846,365","171,287"
11:45:05,"5,632,506","25,041,033","5,794,462","16,981,225","1,121,193","3,847,198","171,328"
11:45:10,"5,633,279","25,032,994","5,795,330","16,983,792","1,121,388","3,847,631","171,352"
11:45:15,"5,634,833","25,023,042","5,796,843","17,018,366","1,121,682","3,848,499","171,439"
11:45:20,"5,635,852","25,037,419","5,798,042","16,994,224","1,121,860","3,849,246","171,461"
11:45:25,"5,637,066","25,034,712","5,799,413","17,007,533","1,122,174","3,850,253","171,498"
11:45:30,"5,637,981","25,058,912","5,800,514","17,016,773","1,122,543","3,851,055","171,560"
11:45:35,"5,639,246","25,040,441","5,801,752","16,970,028","1,122,804","3,851,945","171,589"
11:45:40,"5,640,247","25,073,120","5,802,962","17,028,364","1,123,089","3,853,211","171,622"
11:45:45,"5,640,931","25,069,758","5,803,752","17,024,475","1,123,317","3,853,764","171,645"
11:45:50,"5,641,932","25,059,051","5,804,800","17,021,282","1,123,577","3,854,365","171,681"
11:45:55,"5,643,057","25,035,255","5,806,059","17,017,289","1,123,922","3,855,154","171,734"
11:46:00,"5,644,280","25,063,679","5,807,144","17,034,002","1,124,181","3,855,884","171,775"
11:46:05,"5,645,274","25,057,038","5,808,167","17,034,238","1,124,455","3,856,463","171,804"
11:46:10,"5,646,242","25,054,188","5,809,265","17,024,579","1,124,728","3,857,669","171,841"
11:46:15,"5,647,094","25,055,922","5,810,347","17,036,221","1,124,994","3,858,750","171,868"
11:46:20,"5,648,466","25,058,727","5,811,610","17,027,025","1,125,285","3,859,379","171,907"
11:46:25,"5,650,165","25,022,110","5,813,429","17,024,182","1,125,778","3,861,193","171,993"
11:46:30,"5,651,255","25,060,086","5,814,767","17,027,219","1,125,982","3,862,188","172,030"
11:46:35,"5,652,056","25,067,878","5,815,551","17,031,259","1,126,224","3,863,034","172,063"
11:46:40,"5,653,246","25,009,215","5,816,843","16,996,846","1,126,632","3,864,252","172,125"
11:46:45,"5,654,142","25,065,286","5,818,166","17,013,697","1,126,904","3,864,997","172,169"
11:46:50,"5,655,450","25,020,865","5,819,541","17,011,704","1,127,255","3,866,188","172,226"
11:46:55,"5,656,616","25,058,514","5,820,802","17,030,832","1,127,513","3,867,056","172,259"
11:47:00,"5,657,781","25,040,379","5,822,087","17,018,175","1,127,746","3,867,529","172,321"
11:47:05,"5,658,964","25,043,752","5,823,433","17,009,427","1,127,992","3,868,279","172,352"
11:47:10,"5,659,872","25,078,898","5,824,553","17,043,411","1,128,240","3,869,161","172,399"
11:47:15,"5,661,523","25,045,897","5,826,267","17,023,569","1,128,795","3,871,714","172,456"
11:47:20,"5,662,806","25,054,590","5,827,972","17,022,495","1,129,017","3,872,414","172,484"
11:47:25,"5,663,648","25,066,374","5,829,046","17,034,829","1,129,229","3,873,171","172,505"
11:47:30,"5,664,924","25,075,650","5,830,149","17,046,364","1,129,475","3,873,707","172,540"
11:47:35,"5,666,382","25,051,399","5,831,612","17,020,311","1,129,726","3,874,325","172,571"
11:47:40,"5,667,589","25,084,315","5,833,020","17,054,297","1,130,035","3,875,235","172,610"
11:47:45,"5,669,369","25,066,902","5,835,004","17,044,459","1,130,258","3,875,958","172,648"
11:47:50,"5,670,390","25,035,697","5,836,029","17,023,217","1,130,514","3,876,927","172,692"
11:47:55,"5,671,778","25,074,522","5,837,544","17,030,044","1,130,719","3,877,497","172,714"
11:48:00,"5,672,775","25,078,573","5,838,576","17,041,931","1,130,973","3,878,468","172,746"
11:48:05,"5,674,024","25,058,937","5,839,747","17,026,890","1,131,285","3,879,409","172,773"
11:48:10,"5,675,115","25,094,993","5,840,787","17,051,434","1,131,511","3,880,432","172,807"
11:48:15,"5,676,698","25,072,859","5,842,212","17,021,811","1,131,872","3,881,705","172,846"
11:48:20,"5,678,060","25,051,064","5,843,566","17,049,848","1,132,127","3,882,829","172,879"
11:48:25,"5,679,283","25,093,152","5,844,648","17,053,969","1,132,380","3,883,558","172,902"
11:48:30,"5,680,329","25,074,222","5,845,713","17,025,816","1,132,654","3,884,207","172,932"
11:48:35,"5,681,608","25,088,662","5,846,994","17,046,834","1,132,951","3,885,072","172,960"
11:48:40,"5,682,661","25,064,767","5,848,095","17,043,757","1,133,228","3,886,474","172,989"
11:48:45,"5,684,131","25,049,465","5,849,729","16,967,601","1,133,672","3,888,255","173,057"
11:48:50,"5,685,417","25,091,727","5,851,591","17,051,744","1,133,991","3,889,054","173,087"
11:48:55,"5,686,432","25,074,759","5,852,833","17,054,140","1,134,402","3,890,734","173,124"
11:49:00,"5,688,015","25,085,101","5,854,596","17,045,697","1,134,841","3,892,668","173,173"
11:49:05,"5,689,000","25,085,839","5,855,691","17,004,011","1,135,125","3,893,315","173,219"
11:49:10,"5,690,091","25,101,919","5,856,877","17,069,833","1,135,335","3,893,935","173,242"
11:49:15,"5,691,003","25,098,079","5,857,879","17,069,406","1,135,654","3,895,321","173,287"
11:49:20,"5,692,015","25,092,916","5,859,134","17,054,001","1,136,077","3,896,733","173,325"
11:49:25,"5,693,007","25,060,683","5,860,633","17,053,211","1,136,416","3,897,615","173,372"
11:49:30,"5,694,196","25,091,738","5,862,465","17,044,691","1,136,925","3,899,250","173,437"
11:49:35,"5,695,317","25,094,825","5,863,811","17,072,401","1,137,423","3,901,075","173,502"
11:49:40,"5,696,706","25,070,511","5,865,205","17,049,858","1,137,727","3,901,845","173,555"
11:49:45,"5,698,204","25,100,856","5,866,965","17,057,459","1,138,042","3,902,949","173,588"
11:49:50,"5,699,190","25,107,191","5,868,603","17,078,566","1,138,374","3,904,210","173,623"
11:49:55,"5,700,099","25,118,473","5,869,604","17,087,850","1,138,687","3,905,198","173,653"
11:50:00,"5,701,197","25,060,379","5,870,783","16,997,935","1,139,040","3,906,166","173,695"
11:50:05,"5,703,340","25,106,754","5,873,150","17,053,383","1,139,436","3,908,497","173,741"
11:50:10,"5,704,847","25,045,675","5,874,685","17,031,031","1,139,826","3,909,452","173,809"
11:50:15,"5,706,283","25,129,212","5,876,479","17,082,518","1,140,245","3,910,495","173,856"
11:50:20,"5,708,112","25,078,218","5,878,365","17,014,045","1,140,698","3,911,905","173,924"
11:50:25,"5,709,728","25,121,678","5,880,209","17,082,781","1,140,998","3,912,777","173,952"
11:50:30,"5,710,837","25,133,623","5,881,438","17,090,872","1,141,212","3,913,382","173,978"
11:50:35,"5,712,182","25,094,376","5,882,702","17,087,312","1,141,477","3,914,305","174,013"
11:50:40,"5,713,062","25,120,722","5,883,795","17,084,257","1,141,721","3,914,934","174,039"
11:50:45,"5,714,401","25,140,196","5,885,244","17,074,978","1,142,037","3,915,952","174,075"
11:50:50,"5,715,352","25,134,237","5,886,384","17,073,956","1,142,293","3,916,796","174,107"
11:50:55,"5,716,528","25,155,439","5,887,668","17,107,146","1,142,547","3,917,987","174,131"
11:51:00,"5,717,175","25,146,820","5,888,536","17,080,944","1,142,798","3,918,889","174,158"
11:51:05,"5,718,440","25,137,808","5,889,984","17,093,202","1,143,154","3,920,118","174,203"
11:51:10,"5,719,601","25,137,402","5,891,148","17,085,126","1,143,441","3,921,244","174,236"
11:51:15,"5,720,731","25,132,753","5,892,353","17,078,078","1,143,885","3,922,928","174,303"
11:51:20,"5,721,945","24,959,129","5,893,756","16,995,236","1,144,380","3,924,689","174,370"
11:51:25,"5,723,673","25,124,866","5,895,557","17,078,155","1,144,672","3,925,549","174,397"
11:51:30,"5,725,137","25,144,683","5,896,986","17,080,839","1,144,936","3,926,204","174,435"
11:51:35,"5,726,002","25,146,572","5,897,918","17,089,025","1,145,180","3,926,775","174,467"
11:51:40,"5,727,038","25,131,259","5,898,941","17,097,176","1,145,449","3,927,643","174,491"
11:51:45,"5,728,312","25,146,564","5,900,653","17,109,993","1,145,793","3,928,660","174,529"
11:51:50,"5,729,487","25,124,321","5,901,891","17,101,836","1,146,247","3,930,117","174,577"
11:51:55,"5,730,541","25,148,275","5,902,918","17,098,893","1,146,595","3,930,931","174,613"
11:52:00,"5,731,809","25,149,066","5,904,106","17,105,734","1,146,826","3,931,526","174,641"
11:52:05,"5,732,940","25,159,227","5,905,091","17,091,634","1,147,146","3,932,457","174,674"
11:52:10,"5,734,698","24,991,489","5,906,941","17,073,068","1,147,685","3,933,962","174,747"
11:52:15,"5,736,194","25,127,421","5,908,521","17,084,917","1,148,047","3,934,883","174,786"
11:52:20,"5,737,501","25,149,764","5,909,922","17,093,941","1,148,337","3,935,662","174,815"
11:52:25,"5,738,609","25,150,478","5,911,185","17,100,431","1,148,700","3,936,759","174,880"
11:52:30,"5,739,571","25,140,630","5,912,426","17,107,617","1,148,985","3,937,368","174,915"
11:52:35,"5,740,552","25,147,112","5,913,777","17,103,352","1,149,252","3,938,112","174,947"
11:52:40,"5,741,783","25,171,935","5,915,155","17,132,312","1,149,547","3,939,248","174,991"
11:52:45,"5,742,982","25,141,789","5,916,215","17,119,237","1,149,872","3,939,846","175,021"
11:52:50,"5,744,305","25,144,547","5,917,441","17,143,963","1,150,121","3,941,184","175,054"
11:52:55,"5,745,573","25,148,537","5,918,590","17,127,418","1,150,444","3,941,847","175,095"
11:53:00,"5,746,783","25,160,111","5,919,910","17,147,082","1,150,689","3,942,619","175,133"
11:53:05,"5,747,962","25,141,523","5,921,014","17,125,695","1,150,914","3,943,062","175,152"
11:53:10,"5,749,160","25,159,232","5,922,095","17,135,623","1,151,089","3,943,514","175,172"
11:53:15,"5,750,260","25,130,159","5,923,202","17,123,014","1,151,302","3,944,138","175,201"
11:53:20,"5,751,231","25,170,149","5,924,219","17,128,254","1,151,484","3,944,983","175,225"
11:53:25,"5,752,248","25,160,934","5,925,365","17,092,907","1,151,776","3,946,112","175,280"
11:53:30,"5,753,530","25,155,565","5,926,761","17,125,940","1,151,980","3,946,569","175,297"
11:53:35,"5,754,753","25,146,271","5,928,247","17,127,146","1,152,423","3,947,683","175,343"
11:53:40,"5,755,861","25,179,888","5,929,631","17,140,740","1,152,698","3,948,327","175,391"
11:53:45,"5,757,269","25,174,098","5,930,842","17,139,156","1,152,901","3,948,831","175,414"
11:53:50,"5,758,369","25,147,780","5,931,888","17,125,558","1,153,116","3,949,455","175,439"
11:53:55,"5,759,210","25,182,733","5,933,023","17,141,794","1,153,384","3,950,336","175,469"
11:54:00,"5,760,197","25,170,235","5,934,511","17,117,405","1,153,612","3,950,930","175,501"
11:54:05,"5,761,247","25,163,453","5,935,779","17,134,404","1,153,771","3,952,225","175,527"
11:54:10,"5,762,024","25,161,464","5,936,684","17,120,528","1,153,966","3,952,697","175,550"
11:54:15,"5,763,108","25,154,903","5,937,979","17,147,321","1,154,168","3,953,170","175,573"
11:54:20,"5,763,809","25,175,534","5,938,674","17,168,305","1,154,348","3,953,507","175,594"
11:54:25,"5,764,615","25,172,773","5,939,488","17,155,676","1,154,552","3,954,002","175,612"
11:54:30,"5,765,538","25,174,058","5,940,783","17,151,351","1,154,780","3,954,740","175,657"
11:54:35,"5,767,014","25,140,887","5,942,466","17,162,426","1,155,035","3,955,720","175,682"
11:54:40,"5,767,783","25,183,521","5,943,682","17,165,414","1,155,258","3,956,170","175,704"
11:54:45,"5,768,694","25,155,972","5,944,909","17,105,381","1,155,514","3,956,821","175,743"
11:54:50,"5,769,630","25,179,198","5,946,140","17,138,650","1,155,804","3,957,614","175,776"
11:54:55,"5,770,706","25,108,075","5,947,183","17,135,852","1,156,030","3,958,235","175,805"
11:55:00,"5,771,855","25,172,547","5,948,603","17,141,317","1,156,293","3,958,897","175,839"
11:55:05,"5,772,843","25,183,300","5,949,675","17,160,185","1,156,641","3,959,894","175,872"
11:55:10,"5,773,769","25,167,003","5,950,635","17,152,510","1,156,783","3,960,805","175,884"
11:55:15,"5,774,438","25,187,728","5,951,423","17,180,590","1,156,978","3,961,173","175,900"
11:55:20,"5,775,289","25,175,140","5,952,324","17,165,436","1,157,329","3,961,977","175,947"
11:55:25,"5,776,321","25,179,649","5,953,455","17,171,881","1,157,576","3,963,011","175,978"
11:55:30,"5,777,473","25,196,710","5,954,495","17,177,622","1,157,830","3,963,456","176,036"
11:55:35,"5,778,364","25,177,376","5,955,291","17,154,662","1,158,038","3,964,196","176,066"
11:55:40,"5,779,456","25,187,938","5,956,509","17,152,762","1,158,249","3,965,101","176,090"
11:55:45,"5,780,201","25,190,644","5,957,435","17,181,939","1,158,456","3,965,732","176,110"
11:55:50,"5,781,162","25,190,869","5,958,548","17,181,684","1,158,678","3,966,298","176,154"
11:55:55,"5,781,962","25,197,678","5,959,457","17,164,505","1,158,910","3,966,964","176,181"
11:56:00,"5,782,835","25,181,201","5,960,286","17,159,952","1,159,164","3,967,578","176,208"
11:56:05,"5,784,219","25,173,981","5,961,605","17,163,443","1,159,439","3,968,147","176,232"
11:56:10,"5,784,946","25,192,427","5,962,602","17,169,840","1,159,793","3,968,982","176,297"
11:56:15,"5,786,123","25,189,510","5,963,906","17,165,984","1,160,106","3,969,767","176,332"
11:56:20,"5,787,112","25,151,155","5,964,929","17,127,901","1,160,355","3,970,399","176,357"
11:56:25,"5,787,945","25,157,161","5,965,774","17,133,761","1,160,660","3,971,087","176,395"
11:56:30,"5,788,809","25,159,980","5,966,886","17,141,803","1,160,870","3,971,647","176,420"
11:56:35,"5,789,981","25,134,331","5,967,966","17,129,328","1,161,080","3,972,349","176,444"
11:56:40,"5,791,210","25,060,004","5,969,534","17,117,486","1,161,318","3,973,137","176,477"
11:56:45,"5,792,581","25,041,173","5,971,017","17,084,407","1,161,542","3,973,659","176,509"
11:56:50,"5,794,713","25,091,927","5,973,420","17,036,397","1,161,895","3,974,716","176,560"
11:56:55,"5,796,618","25,115,468","5,975,571","17,105,303","1,163,190","3,980,279","176,676"
11:57:00,"5,797,877","25,110,259","5,977,078","17,126,198","1,163,472","3,981,144","176,705"
11:57:05,"5,799,508","25,163,880","5,978,937","17,147,641","1,163,848","3,982,953","176,755"
11:57:10,"5,800,401","25,172,791","5,979,714","17,152,375","1,164,136","3,984,061","176,784"
11:57:15,"5,801,649","25,164,330","5,980,758","17,132,369","1,164,441","3,984,999","176,816"
11:57:20,"5,802,589","25,164,478","5,982,049","17,134,082","1,164,701","3,985,740","176,855"
11:57:25,"5,803,806","25,165,131","5,983,619","17,136,819","1,164,970","3,986,361","176,883"
11:57:30,"5,805,383","25,173,462","5,985,303","17,154,130","1,165,308","3,987,718","176,927"
11:57:35,"5,807,349","25,135,180","5,987,411","17,112,622","1,165,559","3,988,558","176,965"
11:57:40,"5,809,538","25,107,155","5,989,664","17,118,427","1,165,948","3,989,767","177,016"
11:57:45,"5,810,771","25,144,842","5,991,062","17,145,950","1,166,349","3,990,837","177,065"
11:57:50,"5,811,845","25,166,557","5,992,073","17,138,248","1,166,593","3,991,439","177,088"
11:57:55,"5,812,856","25,189,867","5,993,034","17,164,215","1,166,856","3,992,149","177,117"
