110年09月17日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
09:00:00,"349,565","3,816,759","349,774","1,499,348",0,0,0
09:00:05,"352,124","3,828,083","352,083","1,523,936","9,616","31,320","2,216"
09:00:10,"354,766","3,883,418","354,019","1,584,409","15,469","48,951","3,105"
09:00:15,"357,885","3,885,789","356,130","1,602,568","21,565","77,923","4,232"
09:00:20,"361,233","3,896,246","358,306","1,610,621","25,754","87,571","4,891"
09:00:25,"364,095","3,950,362","360,592","1,652,123","27,081","90,760","5,090"
09:00:30,"367,815","4,327,430","363,065","1,731,546","28,271","93,488","5,277"
09:00:35,"371,128","4,462,918","365,841","1,864,545","30,023","98,663","5,598"
09:00:40,"375,001","4,653,138","369,096","1,997,775","31,371","102,060","5,825"
09:00:45,"379,725","4,927,471","373,326","2,192,151","32,824","106,334","6,049"
09:00:50,"384,321","5,195,558","377,266","2,421,716","33,979","109,524","6,249"
09:00:55,"388,562","5,390,601","380,825","2,546,828","35,253","112,707","6,427"
09:01:00,"392,772","5,563,329","384,527","2,671,505","36,620","116,040","6,610"
09:01:05,"398,877","6,224,015","390,373","3,230,350","38,210","120,203","6,852"
09:01:10,"404,065","6,290,332","395,099","3,110,195","39,432","123,646","7,066"
09:01:15,"408,716","6,417,936","399,224","3,188,630","40,748","127,320","7,252"
09:01:20,"413,391","6,566,953","403,655","3,268,002","41,980","130,567","7,464"
09:01:25,"420,360","7,768,626","410,482","4,129,218","43,751","135,157","7,680"
09:01:30,"427,396","8,819,348","417,869","4,883,849","45,270","140,797","7,913"
09:01:35,"434,323","9,616,277","425,090","5,430,171","46,387","144,384","8,078"
09:01:40,"442,216","10,411,579","432,974","5,823,464","47,717","149,069","8,268"
09:01:45,"448,124","10,423,596","439,094","5,827,144","48,942","152,986","8,473"
09:01:50,"453,887","10,554,450","445,219","5,993,380","50,111","156,958","8,635"
09:01:55,"458,801","10,499,223","450,336","5,923,448","51,698","162,791","8,857"
09:02:00,"464,416","10,423,157","456,222","5,882,017","53,041","166,941","9,105"
09:02:05,"471,398","10,816,420","463,214","6,250,564","56,054","178,427","9,545"
09:02:10,"477,000","10,846,076","469,365","6,299,164","57,411","183,514","9,736"
09:02:15,"483,206","10,958,686","475,530","6,404,913","58,815","188,313","9,971"
09:02:20,"489,639","10,918,540","481,671","6,346,327","59,984","192,717","10,187"
09:02:25,"495,151","11,027,129","486,852","6,446,288","61,075","196,448","10,322"
09:02:30,"500,695","11,008,938","492,383","6,441,917","62,114","199,740","10,488"
09:02:35,"505,554","11,008,193","497,303","6,447,584","63,095","203,066","10,625"
09:02:40,"510,516","11,182,214","502,434","6,540,484","64,003","206,412","10,772"
09:02:45,"516,063","11,127,704","507,887","6,510,010","65,307","210,739","10,967"
09:02:50,"521,417","11,397,528","512,842","6,574,052","66,337","213,676","11,116"
09:02:55,"527,121","11,678,081","518,544","6,658,986","67,437","218,529","11,260"
09:03:00,"531,910","11,712,702","523,245","6,719,394","68,571","222,278","11,446"
09:03:05,"538,528","12,119,895","530,201","7,172,508","70,082","227,334","11,687"
09:03:10,"545,113","12,274,256","536,604","7,265,137","71,778","232,654","12,017"
09:03:15,"551,706","12,298,228","543,022","7,239,227","73,499","240,595","12,301"
09:03:20,"558,031","12,433,192","549,928","7,267,442","74,928","244,583","12,475"
09:03:25,"567,626","12,429,536","559,723","7,260,555","77,617","253,380","12,901"
09:03:30,"574,049","13,041,604","567,070","7,647,183","79,064","259,355","13,112"
09:03:35,"579,687","13,139,085","573,184","7,740,471","80,913","266,237","13,508"
09:03:40,"586,664","13,237,322","580,536","7,823,856","82,682","271,942","13,834"
09:03:45,"594,487","13,243,467","589,253","7,869,028","84,313","278,144","14,139"
09:03:50,"601,916","13,280,076","596,916","7,940,244","85,830","283,455","14,363"
09:03:55,"609,076","13,361,079","604,079","7,919,584","86,921","287,000","14,509"
09:04:00,"616,224","13,639,609","611,375","8,157,508","88,136","291,049","14,705"
09:04:05,"628,049","15,743,309","622,811","9,466,373","89,577","296,950","14,888"
09:04:10,"634,128","16,091,334","629,277","9,830,342","90,658","300,950","15,037"
09:04:15,"640,394","16,386,342","635,406","10,015,790","91,777","304,700","15,178"
09:04:20,"647,219","16,522,997","641,559","10,242,468","93,389","310,521","15,543"
09:04:25,"653,894","16,950,766","648,066","10,433,598","94,433","313,767","15,715"
09:04:30,"659,480","16,958,032","653,431","10,461,380","95,532","317,288","15,872"
09:04:35,"666,534","17,141,924","659,709","10,543,218","96,625","321,189","16,009"
09:04:40,"672,670","17,246,039","665,634","10,661,282","97,666","324,061","16,150"
09:04:45,"678,254","17,289,727","670,960","10,694,733","98,594","327,524","16,309"
09:04:50,"684,185","17,356,416","676,991","10,668,257","99,665","331,849","16,455"
09:04:55,"689,367","17,721,586","682,421","10,904,190","100,624","335,390","16,586"
09:05:00,"693,616","17,800,109","686,525","10,977,196","101,475","338,312","16,707"
09:05:05,"698,883","17,996,190","692,046","11,105,596","103,178","342,784","16,925"
09:05:10,"704,411","18,334,055","697,930","11,287,702","104,313","346,566","17,063"
09:05:15,"709,960","18,796,648","703,499","11,682,735","105,614","351,008","17,200"
09:05:20,"715,135","19,401,667","708,384","12,055,087","106,591","354,222","17,308"
09:05:25,"720,751","19,808,153","713,804","12,294,554","107,763","358,378","17,464"
09:05:30,"726,989","20,228,153","719,616","12,645,776","108,825","362,426","17,601"
09:05:35,"733,166","20,360,249","725,907","12,689,062","109,996","366,308","17,744"
09:05:40,"739,169","20,347,964","731,861","12,631,464","111,097","370,135","17,906"
09:05:45,"744,979","20,430,287","738,310","12,653,541","112,295","375,545","18,073"
09:05:50,"750,036","20,445,616","744,215","12,771,484","113,581","380,303","18,243"
09:05:55,"755,151","20,454,470","749,495","12,760,170","114,748","385,323","18,398"
09:06:00,"760,138","20,330,036","754,245","12,872,051","115,675","388,642","18,515"
09:06:05,"766,450","20,639,671","760,663","12,976,813","116,748","391,801","18,644"
09:06:10,"774,313","20,668,574","770,377","12,869,074","118,184","396,915","18,830"
09:06:15,"779,155","20,770,670","776,124","12,994,095","119,205","400,206","18,954"
09:06:20,"784,974","20,731,246","782,610","12,934,102","120,294","404,170","19,087"
09:06:25,"790,887","20,793,814","789,243","12,897,791","121,382","407,896","19,257"
09:06:30,"796,818","20,826,534","795,736","13,034,612","122,327","410,953","19,370"
09:06:35,"802,284","20,855,073","801,647","13,048,108","123,288","414,678","19,517"
09:06:40,"807,329","20,915,562","806,541","13,130,727","124,062","417,981","19,625"
09:06:45,"812,108","20,963,880","811,467","13,140,282","124,916","421,298","19,741"
09:06:50,"818,517","20,659,701","818,156","12,572,815","126,884","429,004","20,103"
09:06:55,"828,379","19,944,851","829,736","11,890,478","129,301","439,963","20,456"
09:07:00,"835,440","19,747,915","838,027","11,937,158","130,381","445,248","20,610"
09:07:05,"842,217","19,362,741","845,019","11,681,349","131,548","449,396","20,854"
09:07:10,"849,185","18,964,728","851,463","11,427,233","132,573","453,624","21,042"
09:07:15,"855,645","18,770,659","857,535","11,441,581","133,432","456,511","21,166"
09:07:20,"861,470","18,776,409","862,677","11,445,687","134,318","459,634","21,281"
09:07:25,"866,819","18,820,409","867,778","11,456,672","135,261","463,012","21,410"
09:07:30,"872,998","18,779,803","873,554","11,377,210","136,512","468,187","21,635"
09:07:35,"879,408","18,744,989","879,780","11,415,154","137,479","471,878","21,772"
09:07:40,"884,638","18,782,216","885,267","11,453,910","138,605","476,318","21,938"
09:07:45,"889,770","18,678,919","890,787","11,318,776","139,540","479,578","22,072"
09:07:50,"894,903","18,781,633","896,409","11,504,109","140,372","482,017","22,185"
09:07:55,"900,444","18,792,155","901,863","11,523,818","141,369","485,038","22,339"
09:08:00,"905,744","18,864,710","907,292","11,512,080","142,199","487,643","22,446"
09:08:05,"912,408","18,849,131","914,041","11,491,846","143,279","491,856","22,621"
09:08:10,"918,855","18,832,975","921,153","11,540,111","144,173","495,523","22,751"
09:08:15,"924,199","18,674,487","927,047","11,582,695","145,276","499,266","22,882"
09:08:20,"930,262","18,864,455","932,621","11,622,601","146,183","502,164","22,994"
09:08:25,"935,753","18,936,890","937,869","11,561,462","147,168","506,504","23,146"
09:08:30,"941,104","19,005,585","943,596","11,636,682","148,267","510,350","23,312"
09:08:35,"946,213","19,032,233","948,914","11,728,286","149,616","514,757","23,493"
09:08:40,"952,613","19,006,397","955,432","11,698,138","150,767","519,647","23,689"
09:08:45,"957,032","19,082,646","960,471","11,769,991","152,049","523,238","23,842"
09:08:50,"961,138","18,980,727","964,549","11,725,105","152,995","526,120","23,980"
09:08:55,"966,681","19,112,847","970,133","11,807,731","154,228","529,494","24,192"
09:09:00,"971,768","18,984,679","975,474","11,713,627","155,292","532,672","24,362"
09:09:05,"979,142","18,914,651","983,000","11,683,007","157,283","538,383","24,720"
09:09:10,"997,537","17,796,453","1,001,068","11,034,525","161,952","554,937","25,449"
09:09:15,"1,007,176","17,981,304","1,012,276","11,048,207","163,759","561,998","25,752"
09:09:20,"1,012,980","18,183,753","1,019,321","11,125,968","164,705","565,012","25,907"
09:09:25,"1,019,443","18,480,723","1,026,716","11,373,440","165,575","568,721","26,047"
09:09:30,"1,025,477","18,844,221","1,033,105","11,624,720","166,457","571,361","26,165"
09:09:35,"1,031,106","18,881,686","1,039,572","11,695,638","167,268","574,615","26,284"
09:09:40,"1,036,642","18,758,191","1,046,445","11,443,163","168,232","578,170","26,402"
09:09:45,"1,042,031","18,960,170","1,052,820","11,677,870","169,049","581,747","26,498"
09:09:50,"1,046,290","18,977,412","1,057,181","11,774,944","169,820","583,654","26,593"
09:09:55,"1,049,847","19,013,577","1,061,531","11,826,589","170,457","585,842","26,662"
09:10:00,"1,053,706","19,054,784","1,065,327","11,695,916","171,206","588,398","26,745"
09:10:05,"1,059,107","19,165,252","1,070,810","11,810,350","172,594","593,559","26,903"
09:10:10,"1,063,866","19,197,246","1,076,166","11,860,500","173,317","595,438","26,972"
09:10:15,"1,068,307","19,211,600","1,080,568","11,868,554","174,039","599,160","27,061"
09:10:20,"1,072,720","19,318,148","1,084,898","11,968,985","174,725","600,961","27,132"
09:10:25,"1,077,361","19,317,076","1,089,368","11,983,228","175,436","603,933","27,215"
09:10:30,"1,080,513","19,284,851","1,092,832","11,942,026","176,122","605,978","27,298"
09:10:35,"1,083,911","19,327,545","1,096,748","12,000,308","176,750","607,613","27,360"
09:10:40,"1,088,134","19,310,638","1,100,520","11,997,285","177,456","609,750","27,445"
09:10:45,"1,091,754","19,379,054","1,103,883","12,020,338","178,182","611,915","27,520"
09:10:50,"1,095,728","19,380,613","1,107,398","12,014,389","178,989","614,803","27,617"
09:10:55,"1,099,140","19,459,859","1,110,801","12,037,748","179,690","617,072","27,695"
09:11:00,"1,102,195","19,375,630","1,113,894","11,995,260","180,488","619,055","27,788"
09:11:05,"1,105,361","19,465,461","1,117,017","12,015,949","181,258","621,473","27,861"
09:11:10,"1,108,636","19,457,783","1,120,283","12,064,910","181,913","623,087","27,927"
09:11:15,"1,111,773","19,467,840","1,123,315","12,069,936","182,607","625,224","28,016"
09:11:20,"1,114,724","19,481,987","1,126,310","12,122,988","183,357","627,535","28,104"
09:11:25,"1,117,712","19,476,523","1,129,228","12,090,076","184,125","630,116","28,191"
09:11:30,"1,120,886","19,470,348","1,132,431","12,091,746","184,787","633,111","28,288"
09:11:35,"1,124,163","19,462,983","1,135,590","12,108,247","185,494","635,725","28,385"
09:11:40,"1,126,882","19,537,590","1,138,695","12,132,752","186,047","637,143","28,440"
09:11:45,"1,129,518","19,544,243","1,141,548","12,124,976","186,659","638,980","28,533"
09:11:50,"1,132,017","19,539,815","1,144,081","12,135,752","187,186","640,939","28,601"
09:11:55,"1,134,869","19,538,133","1,146,921","12,129,098","187,771","643,127","28,668"
09:12:00,"1,137,651","19,552,529","1,149,872","12,158,197","188,425","645,341","28,765"
09:12:05,"1,141,273","19,614,272","1,153,422","12,213,883","189,059","647,093","28,834"
09:12:10,"1,144,997","19,450,301","1,157,132","12,129,753","190,009","650,656","29,060"
09:12:15,"1,148,878","19,566,463","1,160,680","12,219,715","191,023","654,011","29,192"
09:12:20,"1,152,631","19,633,851","1,164,718","12,252,571","192,161","658,540","29,352"
09:12:25,"1,155,694","19,705,973","1,167,661","12,261,821","192,910","660,471","29,440"
09:12:30,"1,159,136","19,685,924","1,170,688","12,288,073","193,615","663,232","29,520"
09:12:35,"1,163,048","19,690,153","1,174,492","12,263,315","194,530","665,901","29,645"
09:12:40,"1,166,573","19,698,693","1,177,809","12,241,498","195,437","668,488","29,751"
09:12:45,"1,170,384","19,662,728","1,181,710","12,196,875","196,652","672,345","29,915"
09:12:50,"1,173,343","19,644,914","1,184,563","12,253,867","197,453","675,006","30,014"
09:12:55,"1,176,757","19,679,161","1,187,977","12,213,219","198,770","679,497","30,218"
09:13:00,"1,180,648","19,630,677","1,192,127","12,241,521","199,954","683,578","30,369"
09:13:05,"1,184,154","19,656,371","1,195,884","12,249,799","200,860","686,372","30,467"
09:13:10,"1,187,783","19,624,309","1,199,823","12,245,666","201,825","689,525","30,595"
09:13:15,"1,191,332","19,725,638","1,203,857","12,306,437","202,761","692,096","30,704"
09:13:20,"1,195,054","19,783,155","1,207,227","12,349,672","203,446","694,521","30,800"
09:13:25,"1,198,015","19,788,725","1,210,221","12,315,081","204,179","696,928","30,923"
09:13:30,"1,201,305","19,798,837","1,213,701","12,307,607","205,788","701,557","31,279"
09:13:35,"1,207,223","19,787,484","1,217,326","12,347,090","206,575","703,710","31,363"
09:13:40,"1,212,147","19,550,107","1,222,117","12,283,934","207,403","706,869","31,484"
09:13:45,"1,217,007","19,835,238","1,226,962","12,499,129","208,187","709,130","31,589"
09:13:50,"1,223,344","19,840,106","1,232,865","12,470,618","209,089","712,614","31,705"
09:13:55,"1,227,063","19,807,863","1,236,437","12,406,787","210,018","715,430","31,810"
09:14:00,"1,230,887","19,880,048","1,240,122","12,512,278","210,976","718,681","31,945"
09:14:05,"1,235,756","20,052,718","1,244,901","12,625,623","211,840","721,639","32,058"
09:14:10,"1,239,820","20,070,445","1,248,763","12,687,002","212,712","726,065","32,183"
09:14:15,"1,242,757","20,113,385","1,251,721","12,678,475","213,871","730,151","32,338"
09:14:20,"1,246,349","20,226,259","1,255,539","12,732,169","214,687","733,837","32,484"
09:14:25,"1,250,253","20,264,375","1,259,212","12,789,216","215,845","737,546","32,763"
09:14:30,"1,253,198","20,277,068","1,262,229","12,762,908","216,762","740,891","32,859"
09:14:35,"1,256,437","20,252,342","1,265,643","12,709,431","217,661","744,006","33,016"
09:14:40,"1,260,625","20,304,011","1,269,810","12,761,368","219,282","749,846","33,357"
09:14:45,"1,264,246","20,310,825","1,273,492","12,770,584","220,224","752,946","33,487"
09:14:50,"1,267,348","20,348,805","1,276,949","12,832,830","221,005","755,487","33,580"
09:14:55,"1,270,965","20,339,403","1,280,518","12,744,674","221,895","758,202","33,721"
09:15:00,"1,274,754","20,309,675","1,284,551","12,758,599","222,816","761,515","33,859"
09:15:05,"1,279,617","20,372,560","1,289,907","12,840,938","223,997","765,358","34,008"
09:15:10,"1,283,638","20,400,872","1,293,577","12,920,221","224,897","768,833","34,135"
09:15:15,"1,289,011","20,406,937","1,298,574","12,913,920","226,136","773,544","34,307"
09:15:20,"1,293,743","20,498,830","1,303,501","12,931,305","227,300","777,154","34,434"
09:15:25,"1,298,175","20,571,146","1,307,888","13,008,962","228,169","780,604","34,546"
09:15:30,"1,302,504","20,522,262","1,312,189","12,912,644","229,563","785,618","34,805"
09:15:35,"1,306,488","20,542,014","1,316,902","13,043,173","230,380","789,396","34,924"
09:15:40,"1,310,753","20,643,290","1,321,463","13,032,017","231,233","792,339","35,039"
09:15:45,"1,313,965","20,567,270","1,324,836","12,986,512","232,007","794,788","35,144"
09:15:50,"1,317,258","20,691,330","1,328,408","13,066,769","232,995","798,033","35,282"
09:15:55,"1,321,328","20,620,537","1,332,768","13,085,985","234,695","806,036","35,508"
09:16:00,"1,325,947","20,686,487","1,337,356","13,034,751","235,763","809,646","35,656"
09:16:05,"1,330,237","20,627,099","1,341,834","13,044,358","236,693","812,362","35,797"
09:16:10,"1,335,386","20,535,361","1,347,379","13,051,829","237,786","816,451","35,988"
09:16:15,"1,340,598","20,600,541","1,353,948","13,037,882","238,925","820,878","36,172"
09:16:20,"1,344,419","20,650,667","1,357,960","13,087,582","239,768","824,699","36,304"
09:16:25,"1,348,379","20,587,087","1,362,146","13,042,023","240,724","828,112","36,422"
09:16:30,"1,352,659","20,653,691","1,367,197","13,081,047","241,911","831,895","36,626"
09:16:35,"1,356,333","20,704,353","1,371,198","13,148,350","242,645","834,098","36,717"
09:16:40,"1,358,960","20,734,162","1,373,847","13,150,339","243,274","836,521","36,787"
09:16:45,"1,362,283","20,671,101","1,377,664","13,141,514","244,107","839,192","36,913"
09:16:50,"1,365,463","20,734,011","1,381,159","13,168,423","244,961","842,417","37,014"
09:16:55,"1,368,747","20,786,925","1,384,292","13,176,173","245,815","845,457","37,145"
09:17:00,"1,372,273","20,796,730","1,387,877","13,202,150","246,740","848,874","37,283"
09:17:05,"1,375,675","20,789,300","1,392,303","13,191,789","247,683","852,663","37,401"
09:17:10,"1,378,635","20,780,399","1,395,423","13,200,811","248,346","855,371","37,496"
09:17:15,"1,381,692","20,773,316","1,398,616","13,202,110","249,058","857,642","37,584"
09:17:20,"1,384,814","20,738,531","1,402,091","13,136,457","249,722","860,883","37,673"
09:17:25,"1,389,411","20,728,127","1,406,988","13,222,992","250,667","864,177","37,772"
09:17:30,"1,393,942","20,790,719","1,411,788","13,214,883","251,703","868,054","37,889"
09:17:35,"1,396,992","20,790,863","1,415,353","13,186,407","252,502","870,504","37,996"
09:17:40,"1,400,085","20,686,436","1,419,225","13,204,493","253,462","874,022","38,149"
09:17:45,"1,403,516","20,824,279","1,422,595","13,218,276","254,183","876,511","38,237"
09:17:50,"1,406,637","20,842,489","1,426,216","13,256,254","254,934","878,813","38,336"
09:17:55,"1,408,792","20,860,868","1,428,583","13,234,702","255,499","880,425","38,396"
09:18:00,"1,412,823","20,755,452","1,432,428","13,251,917","256,222","882,644","38,489"
09:18:05,"1,416,058","20,767,486","1,436,080","13,202,591","257,087","884,891","38,667"
09:18:10,"1,419,238","20,826,338","1,439,621","13,237,410","257,798","887,463","38,761"
09:18:15,"1,421,975","20,832,603","1,442,502","13,273,172","258,669","890,443","38,869"
09:18:20,"1,426,863","20,653,070","1,447,208","13,158,710","259,786","894,368","39,029"
09:18:25,"1,431,914","20,701,705","1,452,837","13,192,467","260,962","898,621","39,161"
09:18:30,"1,435,557","20,780,381","1,456,497","13,201,086","261,921","902,499","39,264"
09:18:35,"1,438,454","20,792,656","1,459,816","13,231,716","262,783","906,298","39,362"
09:18:40,"1,442,035","20,778,587","1,463,872","13,267,384","264,067","911,360","39,571"
09:18:45,"1,445,418","20,835,778","1,468,037","13,253,564","265,037","915,339","39,704"
09:18:50,"1,449,196","20,845,084","1,472,300","13,276,754","265,915","918,065","39,802"
09:18:55,"1,452,337","20,806,488","1,475,602","13,287,828","266,633","921,221","39,889"
09:19:00,"1,455,491","20,814,203","1,478,964","13,252,191","267,403","923,905","39,969"
09:19:05,"1,458,526","20,824,211","1,482,951","13,300,607","268,113","925,925","40,054"
09:19:10,"1,461,517","20,760,108","1,486,691","13,300,768","268,855","929,491","40,155"
09:19:15,"1,467,141","20,755,443","1,492,884","13,104,902","269,683","932,584","40,268"
09:19:20,"1,472,455","20,776,436","1,498,198","13,227,710","270,294","934,866","40,336"
09:19:25,"1,476,337","20,843,947","1,502,290","13,309,485","271,261","938,509","40,556"
09:19:30,"1,479,398","20,828,501","1,505,579","13,329,423","272,121","941,313","40,684"
09:19:35,"1,482,997","20,735,096","1,509,394","13,291,046","273,004","944,140","40,818"
09:19:40,"1,486,370","20,818,579","1,512,810","13,337,048","273,651","946,044","40,892"
09:19:45,"1,489,592","20,850,851","1,516,613","13,367,552","274,859","949,416","41,008"
09:19:50,"1,492,266","20,800,311","1,519,932","13,295,442","275,601","951,560","41,097"
09:19:55,"1,497,065","20,760,311","1,524,434","13,333,996","276,616","955,177","41,228"
09:20:00,"1,501,151","20,821,164","1,528,701","13,352,785","277,670","958,220","41,370"
09:20:05,"1,505,086","20,799,992","1,533,102","13,307,147","278,470","961,167","41,461"
09:20:10,"1,508,071","20,913,391","1,536,253","13,352,301","279,272","963,743","41,578"
09:20:15,"1,511,535","20,876,384","1,539,735","13,345,649","280,174","967,345","41,728"
09:20:20,"1,515,446","20,836,830","1,544,300","13,215,538","281,254","970,588","41,879"
09:20:25,"1,519,480","20,900,866","1,549,036","13,375,392","282,099","973,358","41,985"
09:20:30,"1,523,036","20,920,438","1,552,844","13,380,773","282,757","975,496","42,069"
09:20:35,"1,526,976","20,928,007","1,556,885","13,395,430","283,443","978,561","42,164"
09:20:40,"1,529,603","20,914,678","1,559,746","13,370,156","284,223","982,554","42,310"
09:20:45,"1,532,984","20,900,663","1,563,609","13,371,682","284,842","984,264","42,392"
09:20:50,"1,537,132","20,757,183","1,567,795","13,309,576","285,617","986,446","42,509"
09:20:55,"1,541,301","20,858,743","1,571,830","13,386,028","286,318","988,497","42,590"
09:21:00,"1,544,829","20,857,845","1,575,510","13,345,552","287,105","991,897","42,716"
09:21:05,"1,549,223","20,865,210","1,579,980","13,324,995","288,515","996,591","43,045"
09:21:10,"1,552,186","20,924,031","1,582,891","13,380,285","289,273","999,111","43,146"
09:21:15,"1,555,828","20,859,757","1,586,500","13,292,512","291,284","1,005,370","43,572"
09:21:20,"1,558,943","20,903,177","1,590,011","13,341,211","292,137","1,009,710","43,684"
09:21:25,"1,561,043","20,988,961","1,592,853","13,368,341","292,704","1,011,527","43,760"
09:21:30,"1,563,986","20,762,511","1,596,447","13,325,184","293,554","1,014,070","43,892"
09:21:35,"1,567,922","20,821,777","1,600,138","13,333,280","294,395","1,016,846","44,007"
09:21:40,"1,571,896","20,881,679","1,604,123","13,350,299","295,281","1,020,276","44,131"
09:21:45,"1,576,754","20,925,493","1,609,201","13,340,207","296,130","1,022,693","44,231"
09:21:50,"1,581,736","20,848,166","1,614,406","13,354,085","297,071","1,025,385","44,376"
09:21:55,"1,584,800","20,914,682","1,617,761","13,367,120","297,888","1,029,240","44,487"
09:22:00,"1,587,586","20,995,281","1,621,232","13,416,421","299,194","1,033,018","44,733"
09:22:05,"1,592,371","20,994,181","1,626,380","13,413,268","300,330","1,036,235","44,942"
09:22:10,"1,596,738","20,922,316","1,631,415","13,378,421","301,677","1,039,951","45,149"
09:22:15,"1,600,678","21,003,730","1,635,374","13,454,995","303,276","1,044,758","45,351"
09:22:20,"1,605,953","20,920,261","1,640,508","13,415,840","304,711","1,049,196","45,781"
09:22:25,"1,609,686","20,965,055","1,644,359","13,482,958","306,055","1,053,067","45,987"
09:22:30,"1,612,723","20,937,769","1,647,868","13,438,481","307,311","1,057,802","46,246"
09:22:35,"1,617,268","20,971,998","1,652,457","13,446,986","308,489","1,062,107","46,507"
09:22:40,"1,621,201","20,968,034","1,656,473","13,459,367","309,405","1,064,652","46,642"
09:22:45,"1,625,280","20,976,583","1,660,407","13,477,050","310,998","1,068,821","47,022"
09:22:50,"1,630,184","20,861,024","1,665,466","13,433,564","312,399","1,073,188","47,288"
09:22:55,"1,634,866","21,045,091","1,669,894","13,528,094","313,585","1,076,835","47,487"
09:23:00,"1,638,182","21,038,950","1,673,110","13,535,830","314,359","1,079,091","47,602"
09:23:05,"1,641,633","21,086,268","1,676,635","13,553,756","315,258","1,082,333","47,750"
09:23:10,"1,644,589","21,080,665","1,679,865","13,560,065","316,190","1,085,754","47,895"
09:23:15,"1,647,884","21,032,942","1,683,166","13,507,031","317,294","1,089,428","48,069"
09:23:20,"1,651,701","21,006,524","1,686,853","13,526,873","318,871","1,095,068","48,298"
09:23:25,"1,654,924","21,023,766","1,689,921","13,529,539","319,958","1,099,190","48,458"
09:23:30,"1,657,724","21,119,096","1,692,708","13,550,963","320,906","1,101,786","48,583"
09:23:35,"1,662,279","21,067,048","1,697,174","13,500,249","322,586","1,107,618","48,782"
09:23:40,"1,665,500","21,112,805","1,701,215","13,564,154","323,363","1,110,254","48,884"
09:23:45,"1,669,241","21,090,270","1,705,362","13,588,264","324,396","1,113,474","49,003"
09:23:50,"1,671,738","21,140,195","1,708,217","13,596,908","325,150","1,115,935","49,108"
09:23:55,"1,674,203","21,176,633","1,711,038","13,621,015","325,873","1,118,393","49,220"
09:24:00,"1,677,080","21,142,992","1,714,164","13,613,425","326,722","1,120,367","49,342"
09:24:05,"1,681,306","21,499,148","1,718,521","13,840,913","327,525","1,123,672","49,444"
09:24:10,"1,684,440","21,518,284","1,721,849","13,815,532","328,550","1,126,339","49,610"
09:24:15,"1,687,349","21,475,729","1,725,145","13,841,310","329,528","1,128,905","49,805"
09:24:20,"1,690,382","21,514,960","1,728,526","13,868,807","330,510","1,131,806","49,972"
09:24:25,"1,693,443","21,921,483","1,732,417","14,190,247","331,211","1,134,104","50,073"
09:24:30,"1,696,667","22,076,436","1,736,190","14,337,022","332,146","1,136,970","50,248"
09:24:35,"1,699,376","22,096,840","1,739,367","14,352,221","332,955","1,140,072","50,421"
09:24:40,"1,702,682","21,989,792","1,742,302","14,317,020","333,859","1,142,926","50,544"
09:24:45,"1,706,339","22,077,756","1,745,667","14,345,175","334,694","1,145,219","50,686"
09:24:50,"1,709,248","22,091,705","1,748,641","14,323,743","335,591","1,147,639","50,844"
09:24:55,"1,711,823","22,119,166","1,751,386","14,357,431","336,206","1,149,044","50,931"
09:25:00,"1,715,392","22,341,498","1,754,889","14,610,851","336,884","1,151,910","51,024"
09:25:05,"1,719,376","22,516,872","1,759,097","14,580,515","337,968","1,155,554","51,176"
09:25:10,"1,722,316","22,532,336","1,762,364","14,660,077","338,658","1,157,955","51,286"
09:25:15,"1,725,718","22,545,728","1,766,150","14,634,083","339,502","1,161,037","51,420"
09:25:20,"1,728,954","22,546,658","1,769,367","14,655,840","340,168","1,163,334","51,516"
09:25:25,"1,733,581","22,992,379","1,774,302","15,004,285","341,632","1,169,148","51,803"
09:25:30,"1,738,120","23,372,743","1,779,173","15,251,580","342,635","1,172,376","51,996"
09:25:35,"1,741,824","23,491,893","1,782,803","15,394,206","344,327","1,177,339","52,492"
09:25:40,"1,744,750","23,424,925","1,786,009","15,392,591","345,126","1,179,770","52,598"
09:25:45,"1,748,399","23,511,822","1,789,462","15,406,488","345,779","1,182,087","52,675"
09:25:50,"1,751,195","23,463,829","1,792,363","15,385,169","346,416","1,183,818","52,761"
09:25:55,"1,754,638","23,424,880","1,795,657","15,418,605","347,168","1,187,059","52,884"
09:26:00,"1,758,805","23,271,199","1,799,833","15,339,263","348,267","1,191,938","53,106"
09:26:05,"1,763,252","23,436,988","1,805,195","15,323,744","349,224","1,195,774","53,294"
09:26:10,"1,766,847","23,471,463","1,809,695","15,349,520","350,172","1,198,374","53,447"
09:26:15,"1,770,512","23,428,816","1,813,629","15,382,824","350,975","1,200,701","53,565"
09:26:20,"1,774,013","23,492,194","1,817,306","15,384,538","351,673","1,202,405","53,649"
09:26:25,"1,776,785","23,487,007","1,820,242","15,402,934","352,572","1,205,526","53,768"
09:26:30,"1,780,092","23,503,901","1,823,535","15,436,157","353,278","1,207,922","53,883"
09:26:35,"1,783,894","23,465,249","1,826,881","15,433,953","354,059","1,212,083","54,022"
09:26:40,"1,787,256","23,515,256","1,830,442","15,408,085","354,686","1,213,842","54,102"
09:26:45,"1,789,700","23,519,259","1,833,181","15,384,026","355,414","1,216,309","54,218"
09:26:50,"1,792,588","23,593,996","1,836,457","15,498,841","356,222","1,219,099","54,337"
